County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
Fulton,1688.827964,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Jefferson,2289.06036,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,33,33,42,065,"(41.1313909115, -79.0010181419)"
Indiana,18825,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Franklin,21587,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q2,04/01/2018,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Venango,7908,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q3,07/01/2018,,61,61,42,121,"(41.4034125863, -79.7628656104)"
Tioga,1472.801706,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Juniata,1326.996818,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,34,34,42,067,"(40.5343300836, -77.405775001)"
Washington,1873.679437,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Susquehanna,1533.24387,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,58,58,42,115,"(41.8205685982, -75.8025030296)"
Greene,1955.126462,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,30,30,42,059,"(39.8548039342, -80.2294381655)"
Wyoming,5297,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q4,10/01/2016,,66,66,42,131,"(41.5189248803, -76.0181300338)"
McKean,8334,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,42,42,42,083,"(41.810370736, -78.5712201998)"
Perry,1547.466777,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,50,50,42,099,"(40.4041531744, -77.2590738496)"
Blair,3155.106636,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,7,07,42,013,"(40.4855502384, -78.349076871)"
Berks,61206,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q4,10/01/2016,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Dauphin,1387.617424,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Union,7087,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q4,10/01/2016,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Beaver,34725,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Juniata,3136,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q2,04/01/2017,,34,34,42,067,"(40.5343300836, -77.405775001)"
Crawford,1911.349946,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Forest,1042,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,27,27,42,053,"(41.5135787577, -79.2378099483)"
Lebanon,27379,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q4,10/01/2016,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Lycoming,25175,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q2,04/01/2017,,41,41,42,081,"(41.3445979226, -77.069424568)"
Montour,2721,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q2,04/01/2018,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Monroe,29311,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q4,10/01/2016,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Armstrong,16013,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q3,07/01/2016,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Franklin,1746.177886,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Montour,2668.563923,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Wyoming,7481,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,66,66,42,131,"(41.5189248803, -76.0181300338)"
Schuylkill,33315,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q2,04/01/2017,,54,54,42,107,"(40.707512431, -76.223323851)"
Clinton,7797,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Warren,6840,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q2,04/01/2017,,62,62,42,123,"(41.8167523652, -79.278581578)"
Perry,1540.529408,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,50,50,42,099,"(40.4041531744, -77.2590738496)"
Huntingdon,1566.903344,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,31,31,42,061,"(40.4161050032, -77.9827661036)"
Dauphin,35922,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Cameron,1783.536585,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,12,12,42,023,"(41.4388026531, -78.2091693241)"
Cumberland,36653,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,21,21,42,041,"(40.167598388, -77.268662705)"
Jefferson,2269.19916,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,33,33,42,065,"(41.1313909115, -79.0010181419)"
Sullivan,1502,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q4,10/01/2016,,57,57,42,113,"(41.4480993958, -76.5147922046)"
Allegheny,286564,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q2,04/01/2017,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Beaver,2428.674612,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Jefferson,6078,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q2,04/01/2018,,33,33,42,065,"(41.1313909115, -79.0010181419)"
Luzerne,67819,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q3,07/01/2017,,40,40,42,079,"(41.1783643884, -75.991996098)"
Washington,1802.622312,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Lebanon,22306,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q2,04/01/2017,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Westmoreland,68277,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q2,04/01/2018,,65,65,42,129,"(40.3103149985, -79.471341176)"
York,1524.262573,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Montgomery,117603,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,46,46,42,091,"(40.209898739, -75.3725200072)"
Clinton,2524.488435,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Clinton,9478,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q4,10/01/2016,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Carbon,1667.736833,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Cambria,2073.744495,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Lackawanna,53676,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Lawrence,2516.395043,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Chester,61739,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q2,04/01/2018,,15,15,42,029,"(39.9748705566, -75.7562649818)"
Warren,10012,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,62,62,42,123,"(41.8167523652, -79.278581578)"
Susquehanna,4538,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,58,58,42,115,"(41.8205685982, -75.8025030296)"
Clarion,7538,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,16,16,42,031,"(41.1927912877, -79.4248360769)"
Somerset,2127.085542,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,56,56,42,111,"(39.9714629901, -79.0310020611)"
Lehigh,2192.641626,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Chester,53967,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q3,07/01/2018,,15,15,42,029,"(39.9748705566, -75.7562649818)"
Philadelphia,244168,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,51,51,42,101,"(40.0044435384, -75.140236002)"
Delaware,1514.761925,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Indiana,13896,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q2,04/01/2018,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Warren,5806,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,62,62,42,123,"(41.8167523652, -79.278581578)"
Union,1199.013342,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Fulton,1534.612748,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Indiana,2352.35954,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Pennsylvania,1990.146138,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,0,00,42,000,"(39.346129, -75.167756)"
Crawford,2481.458698,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Montgomery,1451.889962,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,46,46,42,091,"(40.209898739, -75.3725200072)"
Blair,31555,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,7,07,42,013,"(40.4855502384, -78.349076871)"
Tioga,1395.337435,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Cameron,994,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q2,04/01/2018,,12,12,42,023,"(41.4388026531, -78.2091693241)"
Venango,2139.020903,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,61,61,42,121,"(41.4034125863, -79.7628656104)"
Centre,1071.068486,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Pike,1050.618592,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,52,52,42,103,"(41.332571995, -75.0327092448)"
Schuylkill,25164,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q2,04/01/2018,,54,54,42,107,"(40.707512431, -76.223323851)"
Juniata,1657.42025,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,34,34,42,067,"(40.5343300836, -77.405775001)"
Allegheny,221513,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q3,07/01/2017,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Cambria,2285.387888,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Greene,9910,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q2,04/01/2018,,30,30,42,059,"(39.8548039342, -80.2294381655)"
Fayette,42536,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q4,10/01/2016,,26,26,42,051,"(39.919447803, -79.6518963464)"
Montour,3796,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q4,10/01/2016,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Mercer,23489,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q3,07/01/2018,,43,43,42,085,"(41.302377765, -80.2600941079)"
Forest,1704.810196,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,27,27,42,053,"(41.5135787577, -79.2378099483)"
Erie,1850.980364,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,25,25,42,049,"(41.9941378702, -80.0407591036)"
Mifflin,2526.084332,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,44,44,42,087,"(40.6127492804, -77.6200308901)"
Centre,922.2304193,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Perry,4740,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,50,50,42,099,"(40.4041531744, -77.2590738496)"
Lehigh,60940,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q3,07/01/2016,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Bedford,9735,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q2,04/01/2017,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Jefferson,1531.595288,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,33,33,42,065,"(41.1313909115, -79.0010181419)"
Mercer,26166,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q2,04/01/2017,,43,43,42,085,"(41.302377765, -80.2600941079)"
Centre,1141.829583,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Tioga,1850.562597,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Lawrence,2454.71982,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Delaware,92347,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q2,04/01/2017,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Schuylkill,25631,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,54,54,42,107,"(40.707512431, -76.223323851)"
Armstrong,1756.497364,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Forest,701,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q3,07/01/2017,,27,27,42,053,"(41.5135787577, -79.2378099483)"
Northampton,41791,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q1,01/01/2018,,48,48,42,095,"(40.754595404, -75.3126372576)"
Clearfield,2381.376671,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,17,17,42,033,"(41.0004290024, -78.4755834299)"
Bedford,6565,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Greene,1666.032091,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,30,30,42,059,"(39.8548039342, -80.2294381655)"
Centre,16412,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q3,07/01/2017,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Armstrong,15430,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q4,10/01/2016,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Franklin,1498.04842,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Chester,1233.061104,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,15,15,42,029,"(39.9748705566, -75.7562649818)"
Franklin,21847,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Blair,29943,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,7,07,42,013,"(40.4855502384, -78.349076871)"
Wayne,1944.146079,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Juniata,1863.832912,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,34,34,42,067,"(40.5343300836, -77.405775001)"
Clinton,7138,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Fayette,2575.587054,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,26,26,42,051,"(39.919447803, -79.6518963464)"
Adams,1715.81848,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Lebanon,21800,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q2,04/01/2018,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Susquehanna,5787,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q1,01/01/2018,,58,58,42,115,"(41.8205685982, -75.8025030296)"
Schuylkill,1853.067637,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,54,54,42,107,"(40.707512431, -76.223323851)"
Northumberland,2546.91456,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Delaware,83886,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Cameron,2367.160279,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,12,12,42,023,"(41.4388026531, -78.2091693241)"
Northumberland,2016.538265,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Wyoming,1724.251519,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,66,66,42,131,"(41.5189248803, -76.0181300338)"
Snyder,1160.755864,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,55,55,42,109,"(40.7711373692, -77.0725596804)"
Lycoming,1867.604817,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,41,41,42,081,"(41.3445979226, -77.069424568)"
Clarion,7258,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q1,01/01/2018,,16,16,42,031,"(41.1927912877, -79.4248360769)"
Butler,1942.942044,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,10,10,42,019,"(40.9108318483, -79.9171177889)"
