County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
Dauphin,12.84920832,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Susquehanna,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,58,58,42,115,"(41.8205685982, -75.8025030296)"
Allegheny,10.78822452,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Forest,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,No Emergency Department Identified in County.,27,27,42,053,"(41.5135787577, -79.2378099483)"
Pike,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,No Emergency Department Identified in County.,52,52,42,103,"(41.332571995, -75.0327092448)"
Bedford,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,5,05,42,009,"(40.0073753643, -78.4911647381)"
Lackawanna,0.901495058,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Pennsylvania,78.07707475,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,0,00,42,000,"(39.346129, -75.167756)"
McKean,5.806919913,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,42,42,42,083,"(41.810370736, -78.5712201998)"
Perry,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,No Emergency Department Identified in County.,50,50,42,099,"(40.4041531744, -77.2590738496)"
Indiana,1.412545761,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Centre,11.86524038,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Venango,13.3968443,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,61,61,42,121,"(41.4034125863, -79.7628656104)"
Fayette,7.194244604,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,26,26,42,051,"(39.919447803, -79.6518963464)"
Mifflin,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,44,44,42,087,"(40.6127492804, -77.6200308901)"
Venango,7.34129284,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,61,61,42,121,"(41.4034125863, -79.7628656104)"
Lycoming,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,41,41,42,081,"(41.3445979226, -77.069424568)"
Carbon,2.349145694,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Clarion,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
Perry,1.083963839,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,50,50,42,099,"(40.4041531744, -77.2590738496)"
Clearfield,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,17,17,42,033,"(41.0004290024, -78.4755834299)"
Fayette,90.86865349,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,26,26,42,051,"(39.919447803, -79.6518963464)"
Washington,21.01006898,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Erie,14.60017969,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,25,25,42,049,"(41.9941378702, -80.0407591036)"
Lehigh,0.73671056,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Snyder,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,No Emergency Department Identified in County.,55,55,42,109,"(40.7711373692, -77.0725596804)"
Cumberland,17.11828316,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,21,21,42,041,"(40.167598388, -77.268662705)"
Fayette,10.03771748,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,26,26,42,051,"(39.919447803, -79.6518963464)"
Allegheny,2.207599375,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Elk,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,24,24,42,047,"(41.4281941606, -78.6494771322)"
Philadelphia,94.61429205,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,51,51,42,101,"(40.0044435384, -75.140236002)"
Butler,6.035523366,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,10,10,42,019,"(40.9108318483, -79.9171177889)"
Blair,67.52489677,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,7,07,42,013,"(40.4855502384, -78.349076871)"
Snyder,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,No Emergency Department Identified in County.,55,55,42,109,"(40.7711373692, -77.0725596804)"
Montour,44.00345125,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Cumberland,7.905467255,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,21,21,42,041,"(40.167598388, -77.268662705)"
Carbon,2.505755407,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Lackawanna,80.0977464,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Lancaster,1.676174197,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Montgomery,56.47926354,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,46,46,42,091,"(40.209898739, -75.3725200072)"
Delaware,2.886508847,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Clarion,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
Allegheny,25.84533551,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Bedford,41.46341463,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Bedford,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,5,05,42,009,"(40.0073753643, -78.4911647381)"
Cumberland,0.99973607,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,21,21,42,041,"(40.167598388, -77.268662705)"
Mifflin,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,44,44,42,087,"(40.6127492804, -77.6200308901)"
Pennsylvania,75.99437909,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,0,00,42,000,"(39.346129, -75.167756)"
Bradford,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,8,08,42,015,"(41.7911781401, -76.5182562384)"
McKean,7.016694895,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,42,42,42,083,"(41.810370736, -78.5712201998)"
Indiana,5.297046602,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Chester,90.54537797,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,15,15,42,029,"(39.9748705566, -75.7562649818)"
Westmoreland,5.501155243,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Began submitting enhanced data in Q3 2018.,65,65,42,129,"(40.3103149985, -79.471341176)"
Sullivan,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,No Emergency Department Identified in County.,57,57,42,113,"(41.4480993958, -76.5147922046)"
Centre,110.0154837,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Monroe,11.04249315,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Fulton,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Wayne,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,64,64,42,127,"(41.6496980525, -75.3051535022)"
Jefferson,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance. Not displayed when count is between 1 and 4.,33,33,42,065,"(41.1313909115, -79.0010181419)"
Jefferson,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Not displayed when count is between 1 and 4.,33,33,42,065,"(41.1313909115, -79.0010181419)"
Blair,4.253147329,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,7,07,42,013,"(40.4855502384, -78.349076871)"
Indiana,7.651289537,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Lawrence,59.23344948,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Elk,50.25125628,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,24,24,42,047,"(41.4281941606, -78.6494771322)"
Lackawanna,58.90684349,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Berks,75.28353539,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Franklin,7.06718363,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Venango,11.59151501,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,61,61,42,121,"(41.4034125863, -79.7628656104)"
Bradford,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,8,08,42,015,"(41.7911781401, -76.5182562384)"
Tioga,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Juniata,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,34,34,42,067,"(40.5343300836, -77.405775001)"
Washington,1.254233036,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Susquehanna,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,Not displayed when count is between 1 and 4.,58,58,42,115,"(41.8205685982, -75.8025030296)"
Crawford,62.99392968,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Butler,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,10,10,42,019,"(40.9108318483, -79.9171177889)"
Greene,1.631765026,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,30,30,42,059,"(39.8548039342, -80.2294381655)"
Clarion,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
Crawford,60.51975792,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Schuylkill,7.422068283,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,54,54,42,107,"(40.707512431, -76.223323851)"
Bucks,15.53570438,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,9,09,42,017,"(40.335011331, -75.1129124111)"
Wyoming,2.562037918,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,66,66,42,131,"(41.5189248803, -76.0181300338)"
McKean,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Not displayed when count is between 1 and 4.,42,42,42,083,"(41.810370736, -78.5712201998)"
Clarion,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
Northampton,11.06992071,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,48,48,42,095,"(40.754595404, -75.3126372576)"
Clearfield,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,1 additional facility began reporting during Q3 2018. Not displayed when count is between 1 and 4.,17,17,42,033,"(41.0004290024, -78.4755834299)"
Adams,9.472259811,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Perry,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,No Emergency Department Identified in County.,50,50,42,099,"(40.4041531744, -77.2590738496)"
Greene,61.6674889,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,30,30,42,059,"(39.8548039342, -80.2294381655)"
Blair,1.295997797,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,7,07,42,013,"(40.4855502384, -78.349076871)"
Franklin,21.60410478,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Began submitting enhanced data in Q4 2018.,28,28,42,055,"(39.9278619704, -77.7239884483)"
Berks,7.012018552,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Dauphin,1.668419716,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Lawrence,9.758477677,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Union,6.502971185,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Beaver,4.995786686,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Juniata,2.447580974,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,34,34,42,067,"(40.5343300836, -77.405775001)"
Crawford,1.27670934,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Adams,44.90150637,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Forest,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,No Emergency Department Identified in County.,27,27,42,053,"(41.5135787577, -79.2378099483)"
Forest,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,27,27,42,053,"(41.5135787577, -79.2378099483)"
Warren,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Not displayed when count is between 1 and 4.,62,62,42,123,"(41.8167523652, -79.278581578)"
Lebanon,9.23050503,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Lycoming,11.50727769,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,41,41,42,081,"(41.3445979226, -77.069424568)"
Armstrong,31.6027088,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Montour,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,47,47,42,093,"(41.0280182438, -76.6647052668)"
Adams,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,1,01,42,001,"(39.8720956503, -77.2222427076)"
Monroe,6.902871833,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Armstrong,12.03497761,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Franklin,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,28,28,42,055,"(39.9278619704, -77.7239884483)"
Montour,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,47,47,42,093,"(41.0280182438, -76.6647052668)"
Wyoming,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,66,66,42,131,"(41.5189248803, -76.0181300338)"
Schuylkill,1.192405081,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,54,54,42,107,"(40.707512431, -76.223323851)"
Cumberland,13.25216383,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,21,21,42,041,"(40.167598388, -77.268662705)"
Greene,62.9590766,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,30,30,42,059,"(39.8548039342, -80.2294381655)"
Bedford,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,5,05,42,009,"(40.0073753643, -78.4911647381)"
Clinton,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Warren,5.295141078,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,62,62,42,123,"(41.8167523652, -79.278581578)"
Perry,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,No Emergency Department Identified in County.,50,50,42,099,"(40.4041531744, -77.2590738496)"
Huntingdon,77.12765957,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,31,31,42,061,"(40.4161050032, -77.9827661036)"
Franklin,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,28,28,42,055,"(39.9278619704, -77.7239884483)"
McKean,41.13754248,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,42,42,42,083,"(41.810370736, -78.5712201998)"
Northampton,6.498063577,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.,48,48,42,095,"(40.754595404, -75.3126372576)"
Dauphin,9.575278372,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Cameron,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,12,12,42,023,"(41.4388026531, -78.2091693241)"
Cumberland,18.31342112,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,21,21,42,041,"(40.167598388, -77.268662705)"
Cumberland,6.678236945,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,21,21,42,041,"(40.167598388, -77.268662705)"
Allegheny,12.60365866,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Cameron,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,No Emergency Department Identified in County.,12,12,42,023,"(41.4388026531, -78.2091693241)"
Jefferson,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,33,33,42,065,"(41.1313909115, -79.0010181419)"
Delaware,25.07031919,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Sullivan,,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,Not displayed when count is between 1 and 4.,57,57,42,113,"(41.4480993958, -76.5147922046)"
Allegheny,11.6839241,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,2,02,42,003,"(40.4673554298, -79.9861984282)"
